mail_address,parcels,value,n_entities,entities
PO BOX 140328 PR ESTADOS UNIDOS 00614 0328,6,3049347,3,EMPRESAS PASE INC | PSAE HARDWARE LLC | PSAE HARWARE LLC
1580 CALLE BORI PR ESTADOS UNIDOS 00927 6148,6,1882000,3,ABS CMG CRL | ABSCMG CRL | ASB CMG CRL
PO BOX 9167 PR PUERTO RICO 00908 0167,6,57450000,2,CANDELERO FUNDING LLC | CPPH HOLDINGS LLC
PO BOX 370233 PR PUERTO RICO 00737 0233,6,857000,2,INMOBILIARIA SR INC | INMOBILIARIA SR LLC
PO BOX 619 PR 00613,6,342000,2,DR HOUSE REALTY LLC | HOUSE REALTY LLC
PO BOX 99 PR 00623 0099,6,1092649,4,COOP A C CABO ROJO | COOPERATIVA DE AHORRO Y CREDITO DE CABO ROJO | COOPERATIVA DE AIC C | LA COOPERATIVA DE AHORRO Y CREDITO DE CABO ROJO
PO BOX 15263 TX 77347 5263,6,501420,4,3 M INV LLC | 3 M INVESTORS LLC | 3M INVESTOR LLC | MM INVESTOR LLC
PO BOX 765 PR 00623 0765,6,3775000,2,CMOERCIAL TORO INC | COMERCIAL TORO INC
A9 CALLE 8 APONTE PR PUERTO RICO 00736 4519,6,708500,2,BENO INV CORP | BENO INVESTMENT CORP
PO BOX 13228 PR 00908,6,621950,2,INNOTOERS INVESTMENT | INNOTOWERS INVESTMENTS LLC
PO BOX 372320 PR PUERTO RICO 00737 2320,6,1048145,4,DANJEN INVESTMENT | DANJEN INVESTMENT IN | DIEFER INVESTMENT | DIEFER INVESTMENT I
URB PARK GARDENS W21 CALLE YOSEMITE PR 00926 2213,6,687833,3,AMBER INVESTMENT GROUP LLC | AMBERT INVESTMENT GROUP | AMBERT INVESTMENT GROUP LLC
100 PLAZA PRADERA SC SUITE 20 PMB 465 PR ESTADOS UNIDOS 00949,6,10031815,3,RTG PROPERTIES INC | RTG PROPERTIES PR | RTG PROPERTIES PR IN
PO BOX 8630 PR 00792 8630,6,2295000,2,HOSPITAL MENONITA DE HUMACAO INC | HOSPITAL MENONITA HUMACAO INC
PO BOX 372620 PR ESTADOS UNIDOS 00737 3620,6,28247356,2,CARPA CORPORATION | LA CARPA CORP
PO BOX 1043 PR 00705 1043,6,715000,4,JMM INVESTMENT CORP | JMM INVESTMENT INC | JMM INVESTMENTS CORP | JMM INVESTMENTS CORPORATION
PO BOX 1252 PR PUERTO RICO 00726,6,1724246,6,CAGUAS COOP | COOP A C CAGUAS | COOP DE AHORRO Y CRE | COOPERATIVA A C CAGU | COOPERATIVA DE A C D | COOPERATIVA DE AHORRO Y CREDITO DE CAGUAS
PO BOX 192484 PR 00919 2484,6,2057400,5,LA CAMPI A LP LLC | MJ VISTA VERDE LLC | PALMERAS CDBG MIT LLC | PASEO LOS FRAILES CORP | ROQUE LLC
URB ESTANCIAS DE TORUGUERO 507 CALLE TULIPA PR 00693 3641,6,287004,2,RITOCCO INVESTMENT CORP | RITOCCO INVESTMENTS CORP
URB CUIDAD JARDIN 150 CALLE ALCANFOR PR 00778 9667,6,958000,4,INVESTMENT LLC RODRIGUEZ VIRELLA | RODORIGUEZ VIRELLA INVESTMENT LLC | RODRIGUEZ VIRELLA INVESTMENT LL | RODRIGUEZ VIRELLA INVESTMENT LLC
PO BOX 2020 PMB 131 PR ESTADOS UNIDOS 00617,6,4815490,2,CARAPEVA INC | CARAPEVA LLC
URB SABANERA 193 CAMINO DEL MONTE PR PUERTO RICO 00739,6,489800,3,RDM INVESTMENT LLL | RMD INVESTMENT | RMD INVESTMENT LLC
PO BOX 8618 PR PUERTO RICO 00960 8618,6,5741000,4,B UNITS LLC | SEA OIL CORP | SEA OIL CORPORATION | SEA OIL LLC
BO BROADWAY 75 CALLE PRIMM PR 00680 4605,6,257000,2,P REZ P REZ ASSOCIATE PROPERTIES LLC | PEREZ PEREZ ASSOCIATE PROPERTIES LLC
PO BOX 565 PR 00681 0565,6,4747022,3,IRIZA APARMENT LLC | IRIZA APARTMENT LLC | IRIZA APARTMENTS LLC
APT 1601 139 CARR 177 PR PUERTO RICO 00926 5346,6,863500,4,4 CPM 1 LLC | 4 CPM1 LLC | 4 CPM2 LLC | 4 CPO LLC
PO BOX 360453 PR ESTADOS UNIDOS 00936 0453,6,764200,6,T H GROUP OF PR | TH GROUP OF PR LLC | TH GROUP OF PUERTO R | TH GROUP OF PUERTO RICO LLC | TH GROUP OF VPUERTO RICO LLC | THE GROUP OF PUERTO RICO
P O BOX 928 PR ESTADOS UNIDOS 00754,6,1100000,2,INVERSIONES ALVERIO | INVERSIONES ALVERIO INC
HC 07 BOX 33441 PR ESTADOS UNIDOS 00725,6,255000,2,HLH INVESTMENT CORP | HLM INVESTMENT CORP
K3 CALLE PRINCIPAL VAN SCOY PR 00957 6538,6,608000,2,REHABITA LLC | REHABITA PR LLC
PMB 368 PO BOX 2020 PR ESTADOS UNIDOS 00617 2020,6,2033005,2,JB PROPERTIE LLC | JB PROPERTIES LLC
PO BOX 150 PR UNITED STATES 00720 0150,6,1007000,2,NORVAN INVESTMENT PR | NORVAN INVESTMENT PROPERTY CORP
PO BOX 195034 PR 00919 5034,6,1267000,2,RCH LLC | RCH LLC ROBERTO CASTRO HIRALDO
3000 MARGINAL BALDORIOTY STE 1JK PR 00979 1253,6,958777,2,CONDADO GROUP INVEST | CONDADO GROUP INVESTMENT LLC
STE 301 9615 AVE LOS ROMEROS PR ESTADOS UNIDOS 00926 7061,6,1795000,3,INVESTMENT SOCIETY LLC | INVESTMENT SOCIETYLLC | INVESTMENTS SOCIETY LLC
PO BOX 102 PR 00783 0102,6,1573000,5,COOP A C LA SAGRADA FAMILIA | COOP DE AHORRO Y CRE | COOPERATIVA AHORRO Y | COOPERATIVA DE AHORR | COOPERATIVA DE AHORRO Y CREDITO LA SAGRADA FAMILIA
21 AVE NATIVO ALERS PR ESTADOS UNIDOS 00602 3204,6,3438332,3,PARADICE CERAMIC INC | PARADISE CERAMIC INC | PARADISE CERAMICS INC
URB VILLA DOS PINOS 1005 CALLE PALMA PR PUERTO RICO 00923,6,491000,3,S A LLC | S L LLC | S T A LLC
URB LA RAMBLAS 54 CALLE CASALS PR 00969 1003,6,521000,2,BELLA PROPERTIES | BELLA PROPERTIES LLC
PO BOX 1425 PR PUERTO RICO 00683,6,1022000,2,MAYCAR REALTY LLC | MYCAR REALTY LLC
43 CALLE SAN JUSTO URB ADOQUINES PR PUERTO RICO 00926,6,7969998,2,BORINQUEN REALTY INVESTMEBT LLC | BORINQUEN REALTY INVESTMENT LLC
PO BOX 195288 PR PUERTO RICO 00919 5288,6,1355000,3,RG PREMIER BANK | VDM EDERLY LLC | XUAPA II INC
PO BOX 30233 PR 00929 1233,6,298502,3,ELY HOUSE MANAGEMENT LLC | FLY HOUSE MANAGEMENT LLC | FLYHOUSE MANAGEMENT LLC
PO BOX 19356 FERNANDEZ JUNCOS STATION PR PUERTO RICO 00910,6,638700,2,BENROS HOLDING LLC | BENROS HOLDINGS LLC
PO BOX 9945 PR 00613 9945,6,1838000,2,GOCAR PROPERTIES LLC | GONZALEZ CARBONELL TRUST
PO BOX 1150 PO BOX 1150 PR ESTADOS UNIDOS 00677 1150,6,5320000,2,PM PROPERTIES DEVELOPMENT | PM PROPERTIES DEVELOPMENT CORP
LAKESIDE VILLA AB 4 PR ESTADOS UNIDOS 00692,6,5586500,3,PADILLA ROSA ENT INC | PADILLA ROSA ENTERPRICES INC | PADILLA ROSA ENTERPRISES INC
PO BOX 364588 PR PUERTO RICO 00936 4588,6,31217047,5,CAZUELO CORP | PUERTO ALEGRE LLC | PUERTOALEGRE LLC | V SUAREZ AND CO INC | V SUAREZ CO INC
COND CORAL BEACH 5859 AVE ISLA VERDE APTO 2002 T2 PR ESTADOS UNIDOS 00979,6,2190000,2,T B PETROLEUM CORP | TRB PETROLEUM CORP
COND CORAL BEACH APT 2002 AVE ISLA VERDE 5859 PR ESTADOS UNIDOS 00979,6,1401500,3,EL PALITO FARM CORP | EL PATIO FAMRS CORP | EL PATIO FARMS CORPORATION
CAPITAN ABREU ESQ J ADORNO PR ESTADOS UNIDOS 00612,6,1264580,6,COOP DE AHORRO Y CREDITO DE ARECIBO | COOP DE ARECIBO | COOPERATIVA AHORRO Y CREDITO DE ARECIBO | COOPERATIVA DE A C DE ARECIBO | COOPERATIVA DE AHORR | COOPERATIVA DE AHORRO Y CREDITO DE ARECIBO
COND PORTALES DE SAN JUAN 1300 CALLE 7 APTO 182 PR 00924,6,339001,3,BPR INVESTMENT LLC | BRR INVESMENT CORP | BRR INVESTMENT CORP
URB VILLA NEVAREZ 314 CALLE 4 PR UNITED STATES 00927,6,1182000,2,ONE BLUE LLC | ONE BLUE OB LLC
URB IND VICTOR FERNANDEZ 340 CALLE 3 STE 1 PR PUERTO RICO 00926 4265,6,225300,2,ZYMA CORP | ZYMA CORPORATION
PO BOX 660 PR ESTADOS UNIDOS 00627 0660,6,1450000,2,CAMUY HEALTH SERVICES INC | LA CORPORACION CAMUY HEALTH SERVICES INC
160 CALLE QUINTO CENTENARIO 2032 PR ESTADOS UNIDOS 00773 2320,6,1175000,3,CNC INVESMENT LLC | CNC INVESTMENT LLC | CNC INVESTMENTS LLC
76 CHESTNUT RIDGE RD NY 10504,6,1590000,3,TAINC LLC | TRACEY ASSOCIATES LLC | TRACEY ASSOCIATES PR LLC
1052 AVE ASHFORD APT 12B PR 00907 1258,6,5682500,3,ROAD 2 NOWHERE LLC | ROAD2 MOWHERE LLC | ROAD2NOWHERE LLC
MANSIONES DE VISTAMAR 1409 CALLE MARBELLA PR ESTADOS UNIDOS 00983 1590,6,1066091,5,ARF INVESTMENT AND P | ARF INVESTMENT PROPE | ARF INVESTMENTS AND | ARF INVESTMENTS PROP | ARG INVESTMENT PROPE
ALALTA VILLA AB 2 PLAZA ENCANTADA PR 00976 6301,6,1205000,2,JMVR INVESTMENT INC | JMVR INVESTMENTS INC
PO BOX 193044 PR ESTADOS UNIDOS 00919 3044,6,3380000,3,INMOBILIARIA GRUPO VILLALOBOS INC | INMOBILIARIA GRUPO VILLALOBOS RIO PIEDRAS LLC | INMOVILIARIA GRUPO V
PO BOX 977 PR 00646 0977,6,3175000,3,TOL PRESTIGE HOLDINGS LLC | TQL PROPERTY GROUP | TQL PROPERTY GROUP LLC
PO BOX 365051 PR 00936 5051,6,40076325,3,GENARAL INVESTMENT LLC | GENERAL INVESTMENT | GENERAL INVESTMENT S
URB ROOSEVELT 322 AVE FD ROOSEVELT PR PUERTO RICO 00918 2300,6,1610250,2,GARSA INVESTMENT COR | GARSA INVESTMENT CORP
PMB 454 100 GRAND PASEOS BLVD STE 112 PUERTO RICO PUERTO RICO 00926 5955,6,2180000,2,T P REALTY INC | TOP REALTY INC
INDUSTRIAL MINILLAS 111 CARRETERA 174 SUITE 2 PR ESTADOS UNIDOS 00959,6,2575000,2,L L C ZORIMARI | ZORIMARI LLC
URB LOS FAROLES CARR 861 CALLE LA ROGATIVA 142 PR PUERTO RICO 00956,6,438000,2,VILLANUEVA APT LLC | VILLANUEVA APTO LLC
100 PLAZA PRADERA SC STE 20 PMB 126 PR PUERTO RICO 00949 3840,6,1173961,4,IE REALTY INC | O E REALTY INC | OE REALTY | OE REALTY INC
URB SABANERA 225 CALLE DE LOS YAGRUMOS PR PUERTO RICO 00646 7913,6,7565000,2,INMOBILIARIA RIVERA RIVERA INC | INMOBILIARIA RIVERA Y RIVERA INC
APT 9 548 CALLE HOARE PR PUERTO RICO 00907 2516,6,617900,2,VILLA CATALU A INC | VILLA CATALU A LLC
URB VILLA DE LA PLAYA 170 CALLE FLAMINGO PR PUERTO RICO 00693,6,606000,2,GOLDEN IMAPCT LLC | GOLDEN IMPACT LLC
PO BOX 366104 PR PUERTO RICO 00936 6104,6,546250,2,E S N REALTY INC | ESN REALTY INC
URB PUERTO NUEVO 401 AVE ANDALUCIA PR PUERTO RICO 00920 4171,6,1045828,3,FAST MEDICAL DELIVERIES LLC | INVERSIONES RODRIGUE | STAT MEDICAL LLC
PO BOX 38077 PR ESTADOS UNIDOS 00937 1077,6,2260000,2,PRIME REALTY HOLDINGS LLC | PRIMER REALTY HOLDINGS LLC
PO BOX 10718 PR ESTADOS UNIDOS 00922 0718,6,4800000,3,NU EZ GROUP INT L LLC | NU EZ GROUP INT L NET | NU EZ GROUP INT LLC
PMB 325 35 CALLE JUAN C DE BORBON 67 PR ESTADOS UNIDOS 00969,6,1845000,3,CGA NEW PORT LLC | GG NEW PORT LLC | GGA NEW PORT LLC
1353 AVE LUIS VIGOREAUX PMB 609 PR PUERTO RICO 00966,6,4228000,2,ROOSEVELT 224 CORP | ROOSEVELT 244 CORP
PO BOX 1867 PR 00692 1867,6,1235000,2,ARV HOLDINGS LLC | ARV HOLDNGS LLC
PO BOX 3118 PR 00613 3118,6,1158470,2,GT PROPERTIES INVESTMENT LLC | PROPERTIES INVESTMENT LLC GT
PO BOX 142102 PR ESTADOS UNIDOS 00614 2102,6,533800,3,ARECIBO OFFICE BUILDING LLC | GRUPO INMOBILIARIO LA VECINDAD DEL NORTE LLC | GRUPO INMOBILIARIO LA VENCINDAD
HC 1 BOX 3519 PR ESTADOS UNIDOS 00627 9226,6,432000,2,GANADERIA JIMENEZ LLC | GANADERIA JIMNEZ LLC
PO BOX 10285 PR PUERTO RICO 00922 0285,6,794000,2,ACOS HOLDINDS INC | ACOS HOLDINGS INC
3106 AVE JUAN HERNANDEZ ORTIZ PR 00662 3614,6,712000,3,G C HEALTH GROUP P S C | G C HEALTH GROUP PSC | RC DEVELOPERS LLC
1379 PASEO DE DON JUAN 4 A PR USA 00907,6,630200,2,407 DP LLC | PDDK LLC
PO BOX 30532 PR ESTADOS UNIDOS 00674 8513,6,2662000,3,CAB LLC | CAB S E | MTI DEVELOPMENT CONT
PO BOX 25328 PR ESTADOS UNIDOS 00928 5328,6,1260000,2,168 DOS HERMANOS LLC | NORGEN LLC
PO BOX 12011 PR PUERTO RICO 00914 0011,6,2691157,3,M G INVESTMENT INC | MG INVESTMANT INC | MG INVESTMENT INC
QL2 CALLE 533 PR PUERTO RICO 00982 2009,6,1044020,3,ESMERALDA HOLDING LL | ESMERALDA HOLDINGS | ESMERALDA HOLDINGS LLC
PO BOX 191236 PR PR 00919 1238,6,530000,2,JEX INVESTMANTS LLC | JEX INVESTMENTS LLC
AVE 5151 COLLINS AVENUE APT 1727 PR PUERTO RICO 33140,6,499933,2,MR 260 LUNA INC | MR 260 LUNA LLC
INVERSIONES CASA GRANDE 807 AVE PONCE DE LEON PR 00907 3326,6,4817500,2,INVERSIONES CASA GRA | INVERSIONES CASA GRANDE INC
VIEJO SAN JUAN 2 PASEO LA PRINCESA PR ESTADOS UNIDOS 00902 3960,6,261773000,4,CONDADO DUO LA CONCHA SPV LLC | CONDADO DUO VANDERBILT HOTEL TOWERS SPV LLC | CONDADO DUO VANDERBILT SPV LLC | HOTEL DEVELOPMENT CO
SUITE 106 EDIFICIO CENTRO DE SEGURO PR 00907,6,6370018,2,JSD PROPERTIERS LLC | JSD PROPERTIES LLC
1300 CALLE LUCHETTI 11TH FLOOR PR ESTADOS UNIDOS 00907,6,1253140,2,JOVA BRISTOL LLC | JOVA BRSITOL LLC
PO BOX 195639 PR 00919 5639,6,2050000,3,AAG INVESMENT LLC | AAG INVESTMENT LLC | AAG INVESTMENTS LLC
PO BOX 364564 PR PUERTO RICO 00936 4564,5,6000000,5,CE PROPERTIES LLC | F C R INVESTMENT COR | LRMC LLC | SAFER INVESTMENT | VE PROPERTIES LLC
PO BOX 362708 PR PR 00936 2708,5,600422,2,BANCO POPULAR | BANCO POPULAR DE PR
PO BOX 9023746 PR PUERTO RICO 00902 3746,5,247350,2,J T CORPORATION | RADY CORP
HC 01 BOX 3519 PR ESTADOS UNIDOS 00627,5,417900,4,WJ MAR CORP | WJ MAX CORP | WJ MAX CORPORATION | WJMAX CORPORATION
PO BOX 11967 PR PUERTO RICO 00922 1967,5,2495000,4,CM PROPERTIES MANAG | CM PROPERTIES MANAGE | CM PROPERTIES MANAGEMENT INC | CM PROPERTIES SERV
PO BOX 1933 PR PUERTO RICO 00769 1933,5,614000,2,SAN BLAS REALTY CORP | SAN BLAS REALTY LLC
PO BOX 827 PR ESTADOS UNIDOS 00653 0827,5,971870,2,ARRESIF INC | RANCHO CONTENTO INC
URB LA VILLA DE TORRIMAR 34 CALLE REINA SOFIA PR 00969 3270,5,316708,2,INMOBILIARIA GRUPO 5 R LLC | INMOBILIARIA GRUPO 5R LLC
RR 37 BOX 4895 PR PUERTO RICO 00926,5,301537,3,LIME PROPERTIES | LIME PROPERTIES LTD | LIME PROPETIES LTD
PO BOX 1967 PR PUERTO RICO 00984 1967,5,48000000,2,PUEBLO INC | RACAL HOLDINGS LLC
PO BOX 69 PR US 00718 0069,5,1161332,5,COOP AH Y CRED NAGUA | COOP DE AHORRO Y CRE | COOP NAGUABENA | COOPERATIVA A C NAGUABE A | COOPERATIVA AHORRO Y CREDITO NAGUABE A
1100 AVE PONCE DE LEON SUITE 203 PR PUERTO RICO 00925,5,781115,3,Y A C INVESTMENT | Y A C INVESTMENT CO | Y A C INVESTMENT CORP
URB CROWN HLS 138 AVE WINSTON CHURCHILL PMB 926 PR PUERTO RICO 00926,5,977750,3,SOPHIE DANIELA LLC | SOPHIE JUANA LLC | SOPHIE VALENTINA LLC
16 GOLFO DE ALASKA PALACIOS DEL PRADO PR PR 00795,5,777000,4,INMOBILARIA MAFER LLC | INMOBILARIA SANTIAGO LLC | INMOBILIARIA MAFER LLC | INMOBILIARIA SANTIAGO LLC
60 CALLE JUAN ALINDATO GARCIA 60 CALLE JUAN ALINDATO GARCIA PR PUERTO RICO 00716 8106,5,840000,2,TALLER BELTRAN INC | TALLSER BELTRAN INC
GARDEN HILLS G16 CALLE FOREST HL PR ESTADOS UNIDOS 00966 2824,5,1782520,2,VAJ PROPERTY INVESMENT CORP | VAJ PROPERTY INVESTMENT CORP
PO BOX 1381 PR PUERTO RICO 00602 1381,5,914627,3,SAN JOSE PROPERTIES LC | SAN JOSE PROPERTIES LLC | SAN JOSE PRPERTIES LLC
PO BOX 674 PR PUERTO RICO 00739 0674,5,6195000,3,BERRIO REALTY INC | EMPRESA REALTY INC | EMPRESAS REALTY INC
PO BOX 560547 PR PUERTO RICO 00656 0547,5,520404,3,COOP A C CARIBE COOP | COOP AHORRO Y CREDITO CARIBE COOP | COOPERATIVA DE AHORRO Y CREDITO CARIBE COOP
20 PASEO PERLA DEL MAR OCEAN PARK PR 00693 9006,5,797880,4,FJ INVESMENTS OF PR LLC | FJ INVESTMENT OF PR LLC | FJ INVESTMENTS OF LLC | FJ INVESTMENTS OF PR LLC
URBANIZACION LAS QUINTAS 232 CALLE DINAMARCA PR 00683 3522,5,1730000,2,YSKA REALTH LLC | YSKA REALTY LLC
PO BOX 315 PR 00617 0315,5,870000,2,AMV REALITY INC | AMV REALTY INC
1418 CALLE LATANIA PR UNITED STATES 00693,5,469000,3,MADROY REAL ESTATE LLC | NADROY REAL ESTATE LLC | NADROY REALESTATE LLC
PO BOX 1158 PR 00662 1158,5,1625000,2,COMUOCA BUILDERS AND CONSULTING GROUP LLC | NORTHWEST INVESTMENT LLC
PO BOX 1128 PR PUERTO RICO 00669,5,1646000,4,CAFE ORO DE PR INC | JLT INVESTMEN INC | JLT INVESTMENT | JLT INVESTMENT INC
PO BOX 807 PR 00624 0807,5,575000,2,RODRIGUEZ PROPERTIES | RODRIGUEZ PROPERTIES INC
VISTAMAR MARINA OESTE B12 CALLE PONTEVEDRA PR 00983 1505,5,355598,3,BLUE CHIP INVESTMENT | BLUE CHIP INVESTMENT LLC | BLUE CHIP INVESTMENTS LLC
PO BOX 363651 PR PUERTO RICO 00936 3651,5,2230000,4,EMPIRE GAS CO INC | EMPIRE GAS COMPANY INC | EMPIRE GAS INC | TEN CON TWENTY LLC
609 TITO CASTRO SUITE 102 PMB 383 PR 00716,5,755000,2,FCM FAMILY TRUST | FCM FAMILY TRUST LLC
LOCAL 1 ALTOS 239 CALLE VILLA PR 00730 4657,5,15200000,2,EMORESAS RENACIMIENTO INC | EMPRESAS RENACIMIENTO INC
VILLA CAPARRA A13 CALLE A PR ESTADOS UNIDOS 00966 2212,5,15150000,2,F A SONS S E | FA SONS S E
18 CALLE BERTOLY PR PUERTO RICO 00730 3162,5,515000,2,JVR INVESTMENT INC | JVR INVESTMENTS INC
PO BOX 876 PR PUERTO RICO 00792 0876,5,3796432,4,COOP ORIENTAL | COOPERATIVA A C ORIENTAL | COOPERATIVA AHORRO C | COOPERATIVA DE AHORR
PO BOX 1137 PR 00637 1137,5,1650000,3,LOVELY VIEW LLC | PARAISO DREAMS LLC | PORT VIEW LLC
151 CALLE DE SAN FRANCISCO STE 200 PMB 0512 PR PUERTO RICO 00901 1660,5,666000,2,ISLAND ACQUISITIONS LLC | OWEN A RIVERA COLON ESTRELLA COMMERCIAL LLC
STE 2 1 CALLE 65 DE INFANTERIA N PR PUERTO RICO 00667 2055,5,3711859,2,OFFICE PARK INC | OFFICE PARK VI INC
PO BOX 2605 PR PR 00681 2605,5,157717,2,RAPARTO SAMAN INC | REPARTO SAMAN INC
100 GRAND BOULEVARD LOS PASEOS 112 MCS 115 PR PR 00926,5,4200000,2,COUNTRY REAL ESTATE LLC | COUNTRY REAL ESTATES LLC
PO BOX 8690 PR ESTADOS UNIDOS 00910 0690,5,3935000,2,MN GROUP LLC | MN GRUPO INMOBILIARIO LLC
URBANIZACION MIRADERO 98 PR USA 00971,5,332000,2,SOLAN LLC | SOLANO LLC
221 AVE PONCE DE LEON STE 302 PR 00917 1802,5,935000,3,PR RECOVERY AND DEV REO LLC | PR RECOVERY AND DEVELOPMENT | PR RECOVERY AND DEVELOPMENT REO LLC
URB VILLA DEL REY 2 2F6 CALLE CARLOMAGNO PR 00725 6229,5,1422203,2,COOPERATIVA DE A C DE MEDICOS Y OTROS PROFESIONALES | RAR PROPERTY LLC
PO BOX 801201 PR 00780 1201,5,1242000,2,D I S INC | DIS INC
206 CALLE COMERIO 206 CALLE COMERIO PR PUERTO RICO 00959,5,3407000,2,PLAZA BAYAMON LLC | SUPER PLASTICO INC
PO BOX 3005 PR 00698,5,1010000,3,WILCRIS PROPERTIES LLC | WILLCRIS PROPERTIES L L C | WILLCRIS PROPERTIES LLC
PO BOX 469 PR ESTADOS UNIDOS 00681 0469,5,445000,2,PARTNERS ALLIANCE HOLDING INC | PARTNERS ALLIANCE HOLDING LLC
PO BOX 1021 PR 00667,5,550000,2,EL SOBERANO INC | SOBERANO INC
STE 601 53 CALLE PALMERAS PR ESTADOS UNIDOS 00901 2410,5,5110000,4,EL YUNQUE PROPERTIES LLC | LA ZATARRA HERMOSA LLC | MADERA A LA DERIVA LLC | SSOSO LLC
PO BOX 366029 PR PUERTO RICO 00936 6029,5,1771000,3,CONSTRUCTION CORP RB | RB CONSTRUCTION CORP | RB CONTRUCTION CORP
PO BOX 730 PR ESTADOS UNIDOS 00771,5,1800000,2,SUNRISE PROPERTIES I | SUNRISE PROPERTIES INC
RR1 BOX 29 PR PUERTO RICO 00979 5430,5,2056000,3,CARLOS M QUI ONES INC | CARLOS QUI ONES INC | QUINONES INC CARLOS
PO BOX 1719 PR 00777,5,1190000,5,RV ENGIMEERING GROUP | RV ENGINEERING CROUP CORP | RV ENGINEERING GROUP | RV ENGINEERING GROUP CORP | RV ENGINNENING GROUP
STE 200 151 CALLE DE SAN FRANCISCO PR ESTADOS UNIDOS 00901 1660,5,2827300,3,CITRIOM LLC | PALMANOVA PLAZA 214 LLC | RUBY 9 LLC
180 AVE LOPATEGUI PR PUERTO RICO 00969,5,934000,2,HAAC PROPERTIES LLC | HVAC PROPERTIES LLC
URB LOS MAESTROS C 27 CALLE D PR ESTADOS UNIDOS 00791,5,1155000,2,J C AUTOMATION CORP | JC AUTOMATION CORP
EXT MANS DE VILANOVA K8 CALLE 1 PR PUERTO RICO 00926,5,1184000,3,RALI INVESTMENT | RALI INVESTMENT LLC | RALI INVESTMENTS LLC
BAYAMON MEDICAL PLAZA SUITE 902 PR USA 00959,5,757000,2,ALDM ENTERPRICES INC | ALDM ENTERPRISES INC
103 AVE DE DIEGO APT 604 PR PR 00911 3503,5,866000,2,SIX SENCE GROUP LLC | SIXTH SENSE GROUP LLC
PO BOX 363651 PR ESTADOS UNIDOS 00936,5,3930000,3,GAS DEL PEPINO INC | OCEANICA 1101 LLC | SAN BLAS GAS CORP
PO BOX 246 PR PUERTO RICO 00771,5,1673000,3,LIJAGA CORP | LIJAGA CORPORATION | SALUD ETERNA CORP
PO BOX 1194 PR 00681 1194,5,1930000,2,WESTERN SHOPING CENTER NORTE INC | WESTERN SHOPPING CENTER NORTE INC
ORIENTAL TOWER SUITE 807 290 AVE PINEIRO PR ESTADOS UNIDOS 00918,5,447000,2,RGB INVESTMENT GROUP LLC | RGB INVESTMENT LLC
23 AVE DEL PLATA PR ESTADOS UNIDOS 00736 3316,5,1048000,2,DOC HOLDING LLC | DOC HOLDINGS LLC
O1 CALLE 10 PR ESTADOS UNIDOS 00924 5731,5,386025,2,ENUMA INVESTMENT | ENUMA INVESTMENT LLC
885 3RD AVE NY 10022 4834,5,3943364,2,WM CAPITAL PARTNERS | WM CAPITAL PARTNERS 51 LLC
PO BOX 1239 PR ESTADOS UNIDOS 00660,5,6700000,2,TRANSPORTE RODR GUEZ ASFALTO INC | TRANSPORTE RODRIGUEZ ASFALTO INC
PO BOX 192484 PR PUERTO RICO 00919 2484,5,405000,2,DEPORTIVO JEMS LLC | SAMIRA LLC
PO BOX 5309 PR PUERTO RICO 00726 5309,5,5008875,3,NAPA REALTY CORP | STEEL AND PIPES INC | STEEL PIPES INC
PO BOX 9694 PR 00908 0694,5,2217500,4,INMOBILIARIA ASOMANTE LLC | LC2 HOLDINGS LLC | LSS HOLDING LLC | MMV HOLDGINS LLC
PO BOX 2010 PR 00705 2010,5,606176,5,J M R DEVELOPMENT CO | JRM DEVELOPMENT | JRM DEVELOPMENT CORP | JRM DEVELOPMENT INC | JRM DEVELOPMET CORP
URB EL VEDADO 124 CALLE ALMIRANTE PINZON PR 00918 3208,5,1145000,2,ARABELLA LLC | EMPOWER ESTATES LLC
STE 201 165 AVE PONCE DE LEON PR 00917 1235,5,3042000,4,AEONICA SUITES LLC | COLOCASIA LLC | FOUR SEAS LLC | PR VACATION GEMS LLC
URB VILLAS DEL NORTE 116 CALLE AMATISTA PR 00687 3739,5,340636,2,ORNAMENT HOUSE LLC | ORNAMENT HOUSES LLC
PO BOX 1637 NC ESTADOS UNIDOS 28111 1637,5,1800000,2,ALEJARCO LLC | ALEJARDO LLC
804 CALLE CONDADO PR PUERTO RICO 00907,5,503000,3,CRJE CORP | E R J C CORP | ERJC CORP
PO BOX 3505 PR 00681 3505,5,5476120,2,DUBAR LAGOON LLC | DURAR LOGOON LLC
PO BOX 3607 PR 00681 3607,5,1095358,3,DIEZ MACIAS REALTY | DIEZ MACIAS REALTY L | DIEZ MACIAS REALTY LLC
PO BOX 270405 PR ESTADOS UNIDOS 00928 2405,5,667850,2,GROUP EIGHTEEN CORP | GROUP OF EIGHTEEN CORP
999 YAMATO ROAD SUITE 100 FL ESTADOS UNIDOS 33431,5,47595000,2,GAFC SERVICES LLC | PTI PR TOWERS I LLC
PO BOX 8654 PR PUERTO RICO 00960 8654,5,437329,2,RG PREMIER BANK | RG PREMIER BANK OF P
PO BOX 8844 PR ESTADOS UNIDOS 00726 8844,5,811656,2,SCORPION MANAG CORP | SCORPION MANAGEMENT CORP
URB CAGUAX K28 CALLE YOCAHU PR PUERTO RICO 00725,5,280000,2,AUTO MART INC | AUTOMART INC
